-44.850000,-141.225000
-22.425000,-164.762500
0.000000,-188.300000
52.325000,-305.987500
14.950000,-329.525000
-22.425000,-353.062500
-59.800000,-376.600000
-97.175000,-400.137500
-179.400000,-376.600000
-201.825000,-353.062500
-224.250000,-329.525000
-246.675000,-305.987500
-37.375000,-211.837500
-14.950000,-235.375000
7.475000,-258.912500
29.900000,-282.450000
-7.475000,-305.987500
-44.850000,-329.525000
-186.875000,-305.987500
-209.300000,-282.450000
-171.925000,-258.912500
-134.550000,-235.375000
-97.175000,-211.837500
-74.750000,-235.375000
-52.325000,-258.912500
-112.125000,-258.912500
-89.700000,-282.450000
